order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FJUN62303202,"Tuesday, May 31, 2022",789303,25891202,454,"Thursday, June 2, 2022","Saturday, June 4, 2022",454,1,0,0
FJUN63101602,"Tuesday, May 31, 2022",789101,25891202,361,"Friday, June 3, 2022","Friday, June 3, 2022",361,1,1,1
FJUN61220301,"Tuesday, May 31, 2022",789220,25891202,212,"Wednesday, June 1, 2022","Wednesday, June 1, 2022",170,0,1,0
FJUN62220503,"Tuesday, May 31, 2022",789220,25891202,207,"Thursday, June 2, 2022","Thursday, June 2, 2022",186,0,1,0
FJUN63220202,"Tuesday, May 31, 2022",789220,25891202,476,"Friday, June 3, 2022","Thursday, June 2, 2022",476,1,1,1
FJUN63520402,"Tuesday, May 31, 2022",789520,25891202,275,"Friday, June 3, 2022","Saturday, June 4, 2022",261,0,0,0
FJUN62720202,"Tuesday, May 31, 2022",789720,25891202,258,"Thursday, June 2, 2022","Thursday, June 2, 2022",258,1,1,1
FJUN61522202,"Tuesday, May 31, 2022",789522,25891202,257,"Wednesday, June 1, 2022","Friday, June 3, 2022",231,0,0,0
FJUN62121601,"Tuesday, May 31, 2022",789121,25891202,195,"Thursday, June 2, 2022","Thursday, June 2, 2022",156,0,1,0
FJUN63121203,"Tuesday, May 31, 2022",789121,25891202,111,"Friday, June 3, 2022","Saturday, June 4, 2022",105,0,0,0
FJUN63522202,"Tuesday, May 31, 2022",789522,25891202,201,"Friday, June 3, 2022","Monday, June 6, 2022",201,1,0,0
FJUN61203602,"Tuesday, May 31, 2022",789203,25891303,26,"Wednesday, June 1, 2022","Wednesday, June 1, 2022",26,1,1,1
FJUN61422303,"Tuesday, May 31, 2022",789422,25891303,44,"Wednesday, June 1, 2022","Tuesday, May 31, 2022",42,0,1,0
FJUN62721303,"Tuesday, May 31, 2022",789721,25891303,40,"Thursday, June 2, 2022","Friday, June 3, 2022",40,1,0,0
FJUN63721601,"Tuesday, May 31, 2022",789721,25891303,90,"Friday, June 3, 2022","Friday, June 3, 2022",90,1,1,1
FJUN62301303,"Tuesday, May 31, 2022",789301,25891303,31,"Thursday, June 2, 2022","Friday, June 3, 2022",31,1,0,0
FJUN61522303,"Tuesday, May 31, 2022",789522,25891303,73,"Wednesday, June 1, 2022","Wednesday, June 1, 2022",73,1,1,1
FJUN63703603,"Tuesday, May 31, 2022",789703,25891303,26,"Friday, June 3, 2022","Friday, June 3, 2022",25,0,1,0
FJUN62303303,"Tuesday, May 31, 2022",789303,25891303,22,"Thursday, June 2, 2022","Thursday, June 2, 2022",22,1,1,1
FJUN62421401,"Tuesday, May 31, 2022",789421,25891303,90,"Thursday, June 2, 2022","Friday, June 3, 2022",86,0,0,0
FJUN62622501,"Tuesday, May 31, 2022",789622,25891303,82,"Thursday, June 2, 2022","Thursday, June 2, 2022",82,1,1,1
FJUN63702502,"Tuesday, May 31, 2022",789702,25891303,41,"Friday, June 3, 2022","Friday, June 3, 2022",41,1,1,1
FJUN63202503,"Tuesday, May 31, 2022",789202,25891303,87,"Friday, June 3, 2022","Friday, June 3, 2022",87,1,1,1
FJUN63902603,"Tuesday, May 31, 2022",789902,25891303,95,"Friday, June 3, 2022","Friday, June 3, 2022",95,1,1,1
FJUN61903303,"Tuesday, May 31, 2022",789903,25891303,69,"Wednesday, June 1, 2022","Friday, June 3, 2022",69,1,0,0
FJUN62903502,"Tuesday, May 31, 2022",789903,25891303,61,"Thursday, June 2, 2022","Thursday, June 2, 2022",55,0,1,0
FJUN64402602,"Wednesday, June 1, 2022",789402,25891301,52,"Saturday, June 4, 2022","Saturday, June 4, 2022",52,1,1,1
FJUN63603203,"Wednesday, June 1, 2022",789603,25891203,457,"Friday, June 3, 2022","Saturday, June 4, 2022",457,1,0,0
FJUN62422203,"Wednesday, June 1, 2022",789422,25891203,268,"Thursday, June 2, 2022","Friday, June 3, 2022",268,1,0,0
FJUN62101203,"Wednesday, June 1, 2022",789101,25891203,486,"Thursday, June 2, 2022","Thursday, June 2, 2022",486,1,1,1
FJUN63320402,"Wednesday, June 1, 2022",789320,25891203,250,"Friday, June 3, 2022","Friday, June 3, 2022",250,1,1,1
FJUN63703203,"Wednesday, June 1, 2022",789703,25891203,226,"Friday, June 3, 2022","Friday, June 3, 2022",226,1,1,1
FJUN62521602,"Wednesday, June 1, 2022",789521,25891203,454,"Thursday, June 2, 2022","Sunday, June 5, 2022",409,0,0,0
FJUN63301602,"Wednesday, June 1, 2022",789301,25891203,227,"Friday, June 3, 2022","Friday, June 3, 2022",227,1,1,1
FJUN64301503,"Wednesday, June 1, 2022",789301,25891203,119,"Saturday, June 4, 2022","Saturday, June 4, 2022",119,1,1,1
FJUN62202502,"Wednesday, June 1, 2022",789202,25891203,472,"Thursday, June 2, 2022","Thursday, June 2, 2022",472,1,1,1
FJUN63720203,"Wednesday, June 1, 2022",789720,25891203,481,"Friday, June 3, 2022","Thursday, June 2, 2022",481,1,1,1
FJUN62321203,"Wednesday, June 1, 2022",789321,25891203,263,"Thursday, June 2, 2022","Wednesday, June 1, 2022",263,1,1,1
FJUN64321602,"Wednesday, June 1, 2022",789321,25891203,441,"Saturday, June 4, 2022","Saturday, June 4, 2022",441,1,1,1
FJUN63501602,"Wednesday, June 1, 2022",789501,25891203,126,"Friday, June 3, 2022","Friday, June 3, 2022",126,1,1,1
FJUN63601203,"Wednesday, June 1, 2022",789601,25891203,206,"Friday, June 3, 2022","Monday, June 6, 2022",185,0,0,0
FJUN64601603,"Wednesday, June 1, 2022",789601,25891203,423,"Saturday, June 4, 2022","Saturday, June 4, 2022",402,0,1,0
FJUN63622603,"Wednesday, June 1, 2022",789622,25891203,209,"Friday, June 3, 2022","Friday, June 3, 2022",188,0,1,0
FJUN62903203,"Wednesday, June 1, 2022",789903,25891203,429,"Thursday, June 2, 2022","Thursday, June 2, 2022",408,0,1,0
FJUN64421203,"Wednesday, June 1, 2022",789421,25891203,260,"Saturday, June 4, 2022","Sunday, June 5, 2022",260,1,0,0
FJUN63402402,"Wednesday, June 1, 2022",789402,25891203,444,"Friday, June 3, 2022","Friday, June 3, 2022",444,1,1,1
FJUN63702401,"Wednesday, June 1, 2022",789702,25891203,476,"Friday, June 3, 2022","Friday, June 3, 2022",428,0,1,0
FJUN63721602,"Wednesday, June 1, 2022",789721,25891302,33,"Friday, June 3, 2022","Friday, June 3, 2022",33,1,1,1
FJUN62621401,"Wednesday, June 1, 2022",789621,25891302,57,"Thursday, June 2, 2022","Thursday, June 2, 2022",57,1,1,1
FJUN63621601,"Wednesday, June 1, 2022",789621,25891302,79,"Friday, June 3, 2022","Friday, June 3, 2022",79,1,1,1
FJUN64321602,"Wednesday, June 1, 2022",789321,25891302,39,"Saturday, June 4, 2022","Saturday, June 4, 2022",39,1,1,1
FJUN62501302,"Wednesday, June 1, 2022",789501,25891302,50,"Thursday, June 2, 2022","Friday, June 3, 2022",50,1,0,0
FJUN62403501,"Wednesday, June 1, 2022",789403,25891302,41,"Thursday, June 2, 2022","Thursday, June 2, 2022",41,1,1,1
FJUN64521501,"Wednesday, June 1, 2022",789521,25891302,68,"Saturday, June 4, 2022","Friday, June 3, 2022",68,1,1,1
FJUN62202502,"Wednesday, June 1, 2022",789202,25891302,39,"Thursday, June 2, 2022","Thursday, June 2, 2022",39,1,1,1
FJUN62720503,"Wednesday, June 1, 2022",789720,25891302,68,"Thursday, June 2, 2022","Thursday, June 2, 2022",68,1,1,1
FJUN62401603,"Wednesday, June 1, 2022",789401,25891302,40,"Thursday, June 2, 2022","Thursday, June 2, 2022",40,1,1,1
FJUN62203501,"Wednesday, June 1, 2022",789203,25891302,60,"Thursday, June 2, 2022","Thursday, June 2, 2022",57,0,1,0
FJUN63121403,"Wednesday, June 1, 2022",789121,25891302,34,"Friday, June 3, 2022","Saturday, June 4, 2022",27,0,0,0
FJUN62503601,"Wednesday, June 1, 2022",789503,25891302,90,"Thursday, June 2, 2022","Thursday, June 2, 2022",90,1,1,1
FJUN62320402,"Wednesday, June 1, 2022",789320,25891301,97,"Thursday, June 2, 2022","Thursday, June 2, 2022",87,0,1,0
FJUN64122301,"Wednesday, June 1, 2022",789122,25891301,26,"Saturday, June 4, 2022","Saturday, June 4, 2022",26,1,1,1
FJUN63421301,"Wednesday, June 1, 2022",789421,25891301,87,"Friday, June 3, 2022","Friday, June 3, 2022",87,1,1,1
FJUN62103301,"Wednesday, June 1, 2022",789103,25891301,54,"Thursday, June 2, 2022","Saturday, June 4, 2022",51,0,0,0
FJUN62203301,"Wednesday, June 1, 2022",789203,25891301,79,"Thursday, June 2, 2022","Wednesday, June 1, 2022",79,1,1,1
FJUN63501602,"Wednesday, June 1, 2022",789501,25891301,87,"Friday, June 3, 2022","Friday, June 3, 2022",87,1,1,1
FJUN64501301,"Wednesday, June 1, 2022",789501,25891301,62,"Saturday, June 4, 2022","Sunday, June 5, 2022",62,1,0,0
FJUN62601503,"Wednesday, June 1, 2022",789601,25891301,87,"Thursday, June 2, 2022","Thursday, June 2, 2022",78,0,1,0
FJUN62201301,"Wednesday, June 1, 2022",789201,25891301,56,"Thursday, June 2, 2022","Sunday, June 5, 2022",56,1,0,0
FJUN62603602,"Wednesday, June 1, 2022",789603,25891203,493,"Thursday, June 2, 2022","Thursday, June 2, 2022",493,1,1,1
FJUN62503601,"Wednesday, June 1, 2022",789503,25891301,44,"Thursday, June 2, 2022","Thursday, June 2, 2022",44,1,1,1
FJUN64221501,"Wednesday, June 1, 2022",789221,25891301,73,"Saturday, June 4, 2022","Saturday, June 4, 2022",58,0,1,0
FJUN62202502,"Wednesday, June 1, 2022",789202,25891301,86,"Thursday, June 2, 2022","Thursday, June 2, 2022",86,1,1,1
FJUN63522501,"Wednesday, June 1, 2022",789522,25891301,58,"Friday, June 3, 2022","Saturday, June 4, 2022",52,0,0,0
FJUN62403501,"Wednesday, June 1, 2022",789403,25891301,86,"Thursday, June 2, 2022","Thursday, June 2, 2022",82,0,1,0
FJUN62422301,"Wednesday, June 1, 2022",789422,25891301,99,"Thursday, June 2, 2022","Sunday, June 5, 2022",99,1,0,0
FJUN63603501,"Wednesday, June 1, 2022",789603,25891301,49,"Friday, June 3, 2022","Friday, June 3, 2022",44,0,1,0
FJUN64603503,"Wednesday, June 1, 2022",789603,25891301,21,"Saturday, June 4, 2022","Saturday, June 4, 2022",21,1,1,1
FJUN62303603,"Wednesday, June 1, 2022",789303,25891102,342,"Thursday, June 2, 2022","Thursday, June 2, 2022",342,1,1,1
FJUN64721603,"Wednesday, June 1, 2022",789721,25891102,386,"Saturday, June 4, 2022","Saturday, June 4, 2022",386,1,1,1
FJUN63601601,"Wednesday, June 1, 2022",789601,25891102,325,"Friday, June 3, 2022","Friday, June 3, 2022",309,0,1,0
FJUN64601603,"Wednesday, June 1, 2022",789601,25891102,419,"Saturday, June 4, 2022","Saturday, June 4, 2022",335,0,1,0
FJUN64521102,"Wednesday, June 1, 2022",789521,25891102,477,"Saturday, June 4, 2022","Sunday, June 5, 2022",429,0,0,0
FJUN62520102,"Wednesday, June 1, 2022",789520,25891102,464,"Thursday, June 2, 2022","Saturday, June 4, 2022",418,0,0,0
FJUN63622603,"Wednesday, June 1, 2022",789622,25891102,470,"Friday, June 3, 2022","Friday, June 3, 2022",470,1,1,1
FJUN64622102,"Wednesday, June 1, 2022",789622,25891102,320,"Saturday, June 4, 2022","Saturday, June 4, 2022",320,1,1,1
FJUN63522102,"Wednesday, June 1, 2022",789522,25891102,394,"Friday, June 3, 2022","Monday, June 6, 2022",394,1,0,0
FJUN63422602,"Wednesday, June 1, 2022",789422,25891102,384,"Friday, June 3, 2022","Friday, June 3, 2022",384,1,1,1
FJUN64422102,"Wednesday, June 1, 2022",789422,25891102,402,"Saturday, June 4, 2022","Monday, June 6, 2022",402,1,0,0
FJUN62503601,"Wednesday, June 1, 2022",789503,25891102,488,"Thursday, June 2, 2022","Thursday, June 2, 2022",488,1,1,1
FJUN62301503,"Wednesday, June 1, 2022",789301,25891102,301,"Thursday, June 2, 2022","Thursday, June 2, 2022",301,1,1,1
FJUN63103102,"Wednesday, June 1, 2022",789103,25891102,344,"Friday, June 3, 2022","Saturday, June 4, 2022",275,0,0,0
FJUN62320402,"Wednesday, June 1, 2022",789320,25891102,388,"Thursday, June 2, 2022","Thursday, June 2, 2022",388,1,1,1
FJUN62702502,"Wednesday, June 1, 2022",789702,25891102,420,"Thursday, June 2, 2022","Thursday, June 2, 2022",420,1,1,1
FJUN64101503,"Wednesday, June 1, 2022",789101,25891102,476,"Saturday, June 4, 2022","Saturday, June 4, 2022",381,0,1,0
FJUN62102401,"Wednesday, June 1, 2022",789102,25891102,387,"Thursday, June 2, 2022","Thursday, June 2, 2022",348,0,1,0
FJUN62122102,"Wednesday, June 1, 2022",789122,25891102,339,"Thursday, June 2, 2022","Thursday, June 2, 2022",339,1,1,1
FJUN63603501,"Wednesday, June 1, 2022",789603,25891102,444,"Friday, June 3, 2022","Friday, June 3, 2022",444,1,1,1
FJUN64102502,"Wednesday, June 1, 2022",789102,25891502,202,"Saturday, June 4, 2022","Saturday, June 4, 2022",162,0,1,0
FJUN62622502,"Wednesday, June 1, 2022",789622,25891502,174,"Thursday, June 2, 2022","Thursday, June 2, 2022",174,1,1,1
FJUN63622603,"Wednesday, June 1, 2022",789622,25891502,107,"Friday, June 3, 2022","Friday, June 3, 2022",107,1,1,1
FJUN63220503,"Wednesday, June 1, 2022",789220,25891502,206,"Friday, June 3, 2022","Friday, June 3, 2022",185,0,1,0
FJUN63203503,"Wednesday, June 1, 2022",789203,25891502,225,"Friday, June 3, 2022","Friday, June 3, 2022",225,1,1,1
FJUN64203502,"Wednesday, June 1, 2022",789203,25891502,214,"Saturday, June 4, 2022","Saturday, June 4, 2022",214,1,1,1
FJUN62202502,"Wednesday, June 1, 2022",789202,25891502,201,"Thursday, June 2, 2022","Thursday, June 2, 2022",201,1,1,1
FJUN63202502,"Wednesday, June 1, 2022",789202,25891502,221,"Friday, June 3, 2022","Friday, June 3, 2022",221,1,1,1
FJUN63621601,"Wednesday, June 1, 2022",789621,25891502,247,"Friday, June 3, 2022","Friday, June 3, 2022",247,1,1,1
FJUN62902502,"Wednesday, June 1, 2022",789902,25891502,233,"Thursday, June 2, 2022","Friday, June 3, 2022",233,1,0,0
FJUN64503502,"Wednesday, June 1, 2022",789503,25891502,239,"Saturday, June 4, 2022","Monday, June 6, 2022",239,1,0,0
FJUN62702502,"Wednesday, June 1, 2022",789702,25891502,106,"Thursday, June 2, 2022","Thursday, June 2, 2022",101,0,1,0
FJUN64303603,"Wednesday, June 1, 2022",789303,25891502,106,"Saturday, June 4, 2022","Saturday, June 4, 2022",106,1,1,1
FJUN63221502,"Wednesday, June 1, 2022",789221,25891502,107,"Friday, June 3, 2022","Monday, June 6, 2022",107,1,0,0
FJUN63321502,"Wednesday, June 1, 2022",789321,25891502,200,"Friday, June 3, 2022","Friday, June 3, 2022",180,0,1,0
FJUN64401603,"Wednesday, June 1, 2022",789401,25891603,65,"Saturday, June 4, 2022","Saturday, June 4, 2022",62,0,1,0
FJUN62320402,"Wednesday, June 1, 2022",789320,25891402,369,"Thursday, June 2, 2022","Thursday, June 2, 2022",369,1,1,1
FJUN63320402,"Wednesday, June 1, 2022",789320,25891402,245,"Friday, June 3, 2022","Friday, June 3, 2022",245,1,1,1
FJUN64301503,"Wednesday, June 1, 2022",789301,25891402,234,"Saturday, June 4, 2022","Saturday, June 4, 2022",234,1,1,1
FJUN64601603,"Wednesday, June 1, 2022",789601,25891402,363,"Saturday, June 4, 2022","Saturday, June 4, 2022",327,0,1,0
FJUN64503502,"Wednesday, June 1, 2022",789503,25891402,303,"Saturday, June 4, 2022","Monday, June 6, 2022",303,1,0,0
FJUN63422602,"Wednesday, June 1, 2022",789422,25891402,471,"Friday, June 3, 2022","Friday, June 3, 2022",471,1,1,1
FJUN64422402,"Wednesday, June 1, 2022",789422,25891402,221,"Saturday, June 4, 2022","Friday, June 3, 2022",221,1,1,1
FJUN63203503,"Wednesday, June 1, 2022",789203,25891402,428,"Friday, June 3, 2022","Friday, June 3, 2022",428,1,1,1
FJUN62403501,"Wednesday, June 1, 2022",789403,25891402,330,"Thursday, June 2, 2022","Thursday, June 2, 2022",330,1,1,1
FJUN63403402,"Wednesday, June 1, 2022",789403,25891402,250,"Friday, June 3, 2022","Friday, June 3, 2022",250,1,1,1
FJUN62321602,"Wednesday, June 1, 2022",789321,25891402,205,"Thursday, June 2, 2022","Thursday, June 2, 2022",205,1,1,1
FJUN63522402,"Wednesday, June 1, 2022",789522,25891402,242,"Friday, June 3, 2022","Friday, June 3, 2022",242,1,1,1
FJUN62201402,"Wednesday, June 1, 2022",789201,25891402,342,"Thursday, June 2, 2022","Thursday, June 2, 2022",274,0,1,0
FJUN64101503,"Wednesday, June 1, 2022",789101,25891402,230,"Saturday, June 4, 2022","Saturday, June 4, 2022",230,1,1,1
FJUN62121402,"Wednesday, June 1, 2022",789121,25891402,330,"Thursday, June 2, 2022","Thursday, June 2, 2022",330,1,1,1
FJUN63221402,"Wednesday, June 1, 2022",789221,25891402,396,"Friday, June 3, 2022","Friday, June 3, 2022",396,1,1,1
FJUN64622402,"Wednesday, June 1, 2022",789622,25891402,424,"Saturday, June 4, 2022","Friday, June 3, 2022",424,1,1,1
FJUN62603602,"Wednesday, June 1, 2022",789603,25891201,474,"Thursday, June 2, 2022","Thursday, June 2, 2022",474,1,1,1
FJUN63122403,"Wednesday, June 1, 2022",789122,25891201,437,"Friday, June 3, 2022","Monday, June 6, 2022",415,0,0,0
FJUN63601601,"Wednesday, June 1, 2022",789601,25891201,208,"Friday, June 3, 2022","Friday, June 3, 2022",208,1,1,1
FJUN64521201,"Wednesday, June 1, 2022",789521,25891201,364,"Saturday, June 4, 2022","Saturday, June 4, 2022",364,1,1,1
FJUN62320201,"Wednesday, June 1, 2022",789320,25891201,245,"Thursday, June 2, 2022","Friday, June 3, 2022",245,1,0,0
FJUN63202502,"Wednesday, June 1, 2022",789202,25891201,416,"Friday, June 3, 2022","Friday, June 3, 2022",416,1,1,1
FJUN63102303,"Wednesday, June 1, 2022",789102,25891201,336,"Friday, June 3, 2022","Friday, June 3, 2022",336,1,1,1
FJUN62902201,"Wednesday, June 1, 2022",789902,25891201,496,"Thursday, June 2, 2022","Thursday, June 2, 2022",496,1,1,1
FJUN64403601,"Wednesday, June 1, 2022",789403,25891201,218,"Saturday, June 4, 2022","Saturday, June 4, 2022",218,1,1,1
FJUN62422201,"Wednesday, June 1, 2022",789422,25891201,493,"Thursday, June 2, 2022","Saturday, June 4, 2022",493,1,0,0
FJUN64422402,"Wednesday, June 1, 2022",789422,25891201,172,"Saturday, June 4, 2022","Friday, June 3, 2022",172,1,1,1
FJUN63501602,"Wednesday, June 1, 2022",789501,25891201,313,"Friday, June 3, 2022","Friday, June 3, 2022",313,1,1,1
FJUN64501602,"Wednesday, June 1, 2022",789501,25891201,165,"Saturday, June 4, 2022","Saturday, June 4, 2022",165,1,1,1
FJUN64720403,"Wednesday, June 1, 2022",789720,25891201,144,"Saturday, June 4, 2022","Saturday, June 4, 2022",130,0,1,0
FJUN63203201,"Wednesday, June 1, 2022",789203,25891201,281,"Friday, June 3, 2022","Saturday, June 4, 2022",281,1,0,0
FJUN62101203,"Wednesday, June 1, 2022",789101,25891201,205,"Thursday, June 2, 2022","Thursday, June 2, 2022",205,1,1,1
FJUN62520401,"Wednesday, June 1, 2022",789520,25891201,115,"Thursday, June 2, 2022","Sunday, June 5, 2022",103,0,0,0
FJUN63520501,"Wednesday, June 1, 2022",789520,25891501,216,"Friday, June 3, 2022","Monday, June 6, 2022",216,1,0,0
FJUN63721602,"Wednesday, June 1, 2022",789721,25891501,108,"Friday, June 3, 2022","Friday, June 3, 2022",108,1,1,1
FJUN62702501,"Wednesday, June 1, 2022",789702,25891501,165,"Thursday, June 2, 2022","Friday, June 3, 2022",165,1,0,0
FJUN62203501,"Wednesday, June 1, 2022",789203,25891501,141,"Thursday, June 2, 2022","Thursday, June 2, 2022",141,1,1,1
FJUN63522501,"Wednesday, June 1, 2022",789522,25891501,126,"Friday, June 3, 2022","Saturday, June 4, 2022",113,0,0,0
FJUN62603602,"Wednesday, June 1, 2022",789603,25891501,153,"Thursday, June 2, 2022","Thursday, June 2, 2022",153,1,1,1
FJUN63603501,"Wednesday, June 1, 2022",789603,25891501,196,"Friday, June 3, 2022","Friday, June 3, 2022",196,1,1,1
FJUN64401603,"Wednesday, June 1, 2022",789401,25891501,211,"Saturday, June 4, 2022","Saturday, June 4, 2022",211,1,1,1
FJUN62403501,"Wednesday, June 1, 2022",789403,25891501,105,"Thursday, June 2, 2022","Thursday, June 2, 2022",105,1,1,1
FJUN64621603,"Wednesday, June 1, 2022",789621,25891501,242,"Saturday, June 4, 2022","Saturday, June 4, 2022",242,1,1,1
FJUN62903501,"Wednesday, June 1, 2022",789903,25891501,241,"Thursday, June 2, 2022","Saturday, June 4, 2022",229,0,0,0
FJUN63903602,"Wednesday, June 1, 2022",789903,25891501,204,"Friday, June 3, 2022","Friday, June 3, 2022",204,1,1,1
FJUN64221501,"Wednesday, June 1, 2022",789221,25891501,122,"Saturday, June 4, 2022","Saturday, June 4, 2022",122,1,1,1
FJUN62122503,"Wednesday, June 1, 2022",789122,25891501,163,"Thursday, June 2, 2022","Friday, June 3, 2022",163,1,0,0
FJUN62103501,"Wednesday, June 1, 2022",789103,25891501,102,"Thursday, June 2, 2022","Thursday, June 2, 2022",82,0,1,0
FJUN64103501,"Wednesday, June 1, 2022",789103,25891501,127,"Saturday, June 4, 2022","Saturday, June 4, 2022",114,0,1,0
FJUN64303501,"Wednesday, June 1, 2022",789303,25891501,188,"Saturday, June 4, 2022","Monday, June 6, 2022",188,1,0,0
FJUN64102502,"Wednesday, June 1, 2022",789102,25891501,112,"Saturday, June 4, 2022","Saturday, June 4, 2022",112,1,1,1
FJUN63521501,"Wednesday, June 1, 2022",789521,25891501,115,"Friday, June 3, 2022","Sunday, June 5, 2022",115,1,0,0
FJUN64521501,"Wednesday, June 1, 2022",789521,25891501,149,"Saturday, June 4, 2022","Friday, June 3, 2022",134,0,1,0
FJUN64421603,"Wednesday, June 1, 2022",789421,25891501,115,"Saturday, June 4, 2022","Monday, June 6, 2022",103,0,0,0
FJUN62220501,"Wednesday, June 1, 2022",789220,25891501,160,"Thursday, June 2, 2022","Thursday, June 2, 2022",152,0,1,0
FJUN64301501,"Wednesday, June 1, 2022",789301,25891501,200,"Saturday, June 4, 2022","Friday, June 3, 2022",180,0,1,0
FJUN63301602,"Wednesday, June 1, 2022",789301,25891602,88,"Friday, June 3, 2022","Friday, June 3, 2022",88,1,1,1
FJUN64303603,"Wednesday, June 1, 2022",789303,25891602,157,"Saturday, June 4, 2022","Saturday, June 4, 2022",157,1,1,1
FJUN64702602,"Wednesday, June 1, 2022",789702,25891602,77,"Saturday, June 4, 2022","Saturday, June 4, 2022",77,1,1,1
FJUN63202602,"Wednesday, June 1, 2022",789202,25891602,171,"Friday, June 3, 2022","Monday, June 6, 2022",137,0,0,0
FJUN63720602,"Wednesday, June 1, 2022",789720,25891602,125,"Friday, June 3, 2022","Friday, June 3, 2022",125,1,1,1
FJUN62521602,"Wednesday, June 1, 2022",789521,25891602,174,"Thursday, June 2, 2022","Sunday, June 5, 2022",165,0,0,0
FJUN63521602,"Wednesday, June 1, 2022",789521,25891602,97,"Friday, June 3, 2022","Friday, June 3, 2022",97,1,1,1
FJUN62321602,"Wednesday, June 1, 2022",789321,25891602,140,"Thursday, June 2, 2022","Thursday, June 2, 2022",126,0,1,0
FJUN64321602,"Wednesday, June 1, 2022",789321,25891602,140,"Saturday, June 4, 2022","Saturday, June 4, 2022",133,0,1,0
FJUN62402602,"Wednesday, June 1, 2022",789402,25891602,102,"Thursday, June 2, 2022","Thursday, June 2, 2022",82,0,1,0
FJUN64402602,"Wednesday, June 1, 2022",789402,25891602,180,"Saturday, June 4, 2022","Saturday, June 4, 2022",180,1,1,1
FJUN63903602,"Wednesday, June 1, 2022",789903,25891602,83,"Friday, June 3, 2022","Friday, June 3, 2022",83,1,1,1
FJUN62121602,"Wednesday, June 1, 2022",789121,25891602,146,"Thursday, June 2, 2022","Wednesday, June 1, 2022",146,1,1,1
FJUN62522602,"Wednesday, June 1, 2022",789522,25891602,197,"Thursday, June 2, 2022","Friday, June 3, 2022",158,0,0,0
FJUN64522603,"Wednesday, June 1, 2022",789522,25891602,150,"Saturday, June 4, 2022","Monday, June 6, 2022",150,1,0,0
FJUN62603602,"Wednesday, June 1, 2022",789603,25891602,139,"Thursday, June 2, 2022","Thursday, June 2, 2022",139,1,1,1
FJUN63721602,"Wednesday, June 1, 2022",789721,25891602,195,"Friday, June 3, 2022","Friday, June 3, 2022",195,1,1,1
FJUN63501602,"Wednesday, June 1, 2022",789501,25891602,196,"Friday, June 3, 2022","Friday, June 3, 2022",196,1,1,1
FJUN64501602,"Wednesday, June 1, 2022",789501,25891602,54,"Saturday, June 4, 2022","Saturday, June 4, 2022",54,1,1,1
FJUN63421602,"Wednesday, June 1, 2022",789421,25891602,59,"Friday, June 3, 2022","Thursday, June 2, 2022",59,1,1,1
FJUN63422602,"Wednesday, June 1, 2022",789422,25891602,162,"Friday, June 3, 2022","Friday, June 3, 2022",154,0,1,0
FJUN63501401,"Wednesday, June 1, 2022",789501,25891101,391,"Friday, June 3, 2022","Saturday, June 4, 2022",391,1,0,0
FJUN64603503,"Wednesday, June 1, 2022",789603,25891101,435,"Saturday, June 4, 2022","Saturday, June 4, 2022",413,0,1,0
FJUN63721101,"Wednesday, June 1, 2022",789721,25891101,419,"Friday, June 3, 2022","Thursday, June 2, 2022",419,1,1,1
FJUN64720403,"Wednesday, June 1, 2022",789720,25891101,423,"Saturday, June 4, 2022","Saturday, June 4, 2022",423,1,1,1
FJUN62122102,"Wednesday, June 1, 2022",789122,25891101,442,"Thursday, June 2, 2022","Thursday, June 2, 2022",442,1,1,1
FJUN63421301,"Wednesday, June 1, 2022",789421,25891101,342,"Friday, June 3, 2022","Friday, June 3, 2022",342,1,1,1
FJUN64421203,"Wednesday, June 1, 2022",789421,25891101,454,"Saturday, June 4, 2022","Sunday, June 5, 2022",409,0,0,0
FJUN62621401,"Wednesday, June 1, 2022",789621,25891101,335,"Thursday, June 2, 2022","Thursday, June 2, 2022",335,1,1,1
FJUN63202101,"Wednesday, June 1, 2022",789202,25891101,371,"Friday, June 3, 2022","Thursday, June 2, 2022",371,1,1,1
FJUN62401101,"Wednesday, June 1, 2022",789401,25891101,352,"Thursday, June 2, 2022","Friday, June 3, 2022",352,1,0,0
FJUN64401603,"Wednesday, June 1, 2022",789401,25891101,324,"Saturday, June 4, 2022","Saturday, June 4, 2022",324,1,1,1
FJUN63503101,"Wednesday, June 1, 2022",789503,25891101,433,"Friday, June 3, 2022","Friday, June 3, 2022",433,1,1,1
FJUN63420101,"Wednesday, June 1, 2022",789420,25891101,337,"Friday, June 3, 2022","Saturday, June 4, 2022",337,1,0,0
FJUN64420101,"Wednesday, June 1, 2022",789420,25891101,461,"Saturday, June 4, 2022","Saturday, June 4, 2022",461,1,1,1
FJUN63603401,"Wednesday, June 1, 2022",789603,25891401,456,"Friday, June 3, 2022","Monday, June 6, 2022",456,1,0,0
FJUN64603401,"Wednesday, June 1, 2022",789603,25891401,438,"Saturday, June 4, 2022","Friday, June 3, 2022",438,1,1,1
FJUN63402402,"Wednesday, June 1, 2022",789402,25891401,460,"Friday, June 3, 2022","Friday, June 3, 2022",437,0,1,0
FJUN62621401,"Wednesday, June 1, 2022",789621,25891401,336,"Thursday, June 2, 2022","Thursday, June 2, 2022",336,1,1,1
